EPISODE,distance_traversed,mean_speed,std_speed,mean_track,std_track,reward_runn,fuel_start,fuel_end,fuel_consumed,rew_fuel
145,566649.6456734303,0.5131115990200401,0.1160055702619455,-0.096426837503955,0.4058316048260022,659034.25,93.9991,92.937,1.0621033,675855.9180099968
146,2549892.703731291,0.5343195029639141,0.08729721623846161,-0.11609917281920087,0.3587419683358979,664966.2,93.9991,91.7121,2.2870026,669445.9705483965
147,848989.3830544301,0.5284853201974112,0.11825384556973939,-0.0342059756914939,0.38552830992569076,666536.25,93.9991,92.5047,1.4944,600462.8369764339
148,562139.40098457,0.5134927046704185,0.11704658183271416,-0.09482871278485966,0.4168939200356858,666825.4,93.9991,92.9558,1.0432968,680167.7355683452
149,566737.9284924299,0.5060951931346934,0.11502197337672973,0.022852802262895374,0.41399266969933907,667162.4,93.9991,92.986,1.0130997,708097.0442247094
150,152198.94018042999,0.4735567215620924,0.14434381881759223,0.07973168317978156,0.4036205294547925,665292.0,93.9991,93.4106,0.588501,653759.5053247365
151,987763.4477064303,0.473333988906991,0.09354459698759506,0.04182133061297951,0.30980659001753025,667555.75,93.9991,92.8496,1.149498,878105.0482164057
152,1440992.2591145695,0.48717491247271993,0.09209689198531071,-0.09435665543906628,0.32413811012936555,671117.0,93.9991,92.5067,1.4924011,812399.0948333722
153,275507.3044932201,0.5032666629922783,0.13872434211624252,0.03295820839973411,0.37855778329166484,670126.9,93.9991,93.1117,0.88739777,584445.09409822
154,379903.63484649995,0.4934756370225616,0.12282583165968224,-0.12083145614033416,0.4198609346603551,669576.4,93.9991,93.1774,0.82170105,711696.6934805306
155,374302.5317715699,0.4911815056377285,0.12277114502564074,-0.044526660612979316,0.3776922437375591,669210.1,93.9991,93.1818,0.8172989,749342.9690185002
156,756790.4645243599,0.45158804262424307,0.08658312744236309,0.09972474493627502,0.31274736329339,670512.3,93.9991,93.1093,0.889801,981848.7942320232
157,138268.60729743002,0.47052651359076103,0.14647053068222166,-0.031001587141881965,0.41823072955313956,668580.7,93.9991,93.4288,0.57029724,640573.8686677325
158,144135.63785743003,0.47442768173010946,0.1473666517397238,-0.038310201694257556,0.4601579776432612,666637.1,93.9991,93.3998,0.59929657,599962.3850366324
159,154011.58768328995,0.4709440337336931,0.14324963445984235,-0.15277109127223062,0.41019125693107145,664843.9,93.9991,93.4036,0.59549713,637648.865462668
160,921214.5755364298,0.5172859445472192,0.10581786417052669,-0.11882402403556379,0.3798961308251626,666434.7,93.9991,92.6524,1.3467026,683868.4776501403
161,683235.6992793604,0.46999878374852655,0.10000942363857813,0.00044318845776941375,0.3456132765303389,667516.75,93.9991,93.0619,0.93720245,898130.8950235113
162,2562931.3193254266,0.5307301250965419,0.08618165717992879,-0.13565067304145542,0.4260193156766842,672370.7,93.9991,91.6657,2.333397,625144.8667918305
163,154166.08505543004,0.4685668225216111,0.14283682734823533,0.04829575893213937,0.4305217540306548,670628.25,93.9991,93.4064,0.59269714,652290.5187191786
164,659166.12710329,0.5110924741300037,0.11237168181436742,-0.03628488282861405,0.45204583642270185,671107.4,93.9991,92.859,1.1400986,657558.5596540248
165,658993.3962872903,0.518099152240333,0.11258718841143915,0.0005286663854440579,0.382775088975021,671880.25,93.9991,92.8537,1.145401,697923.2435213013
166,1906894.741599429,0.5350425425371615,0.09048776735363749,-0.14536087739117842,0.3965294242970361,675566.7,93.9991,91.9293,2.0698013,622046.5285218628
167,663832.8899244303,0.5105489439750962,0.11184665010401147,-0.0862240629295465,0.4160670997453724,676168.1,93.9991,92.8734,1.1257019,689886.1429073202
168,625181.6459424298,0.4516851062285867,0.09161029990409847,0.15209782092604002,0.3033471009113373,676845.0,93.9991,93.1692,0.82990265,952593.1562186865
169,555402.81277343,0.5070257418231363,0.11552127912985474,-0.11706576790365993,0.4185342914368522,677023.75,93.9991,92.9878,1.0112991,699328.4000204509
170,660243.6340332897,0.5080492130453264,0.11202694463447682,-0.07456867577634568,0.4298541123226158,677568.8,93.9991,92.9033,1.0958023,702888.116646607
171,157714.53069507994,0.45412648761644653,0.13478492340376058,-0.020989400659966344,0.373806901378778,675946.25,93.9991,93.4465,0.55259705,721122.1071757941
172,668151.3512004298,0.5164277878630319,0.11283261547994174,-0.054363840176209585,0.37750421896779995,676636.75,93.9991,92.8248,1.1743011,677343.1035583182
173,970787.25439536,0.4804100791567857,0.09688793193861454,0.0528990202319293,0.3515334010120838,678380.75,93.9991,92.7857,1.2134018,807727.4747419972
174,374959.5472265701,0.5038717022449047,0.1248933807691822,-0.1126980996188366,0.4292784755211116,677807.1,93.9991,93.1314,0.86769867,666129.0158688605
175,610330.0907332898,0.4623262676084091,0.09950131113161746,0.028984251806251613,0.30639191193522575,678574.5,93.9991,93.129,0.8701019,934212.0324685562
176,621468.3293764996,0.4525531298638051,0.09346126972285612,0.03216027432486971,0.294969001086228,679327.5,93.9991,93.1897,0.80940247,1003034.3175095057
177,149608.57863156998,0.46171526469924107,0.1399788425779235,-0.04720154746687535,0.3685944660720748,677733.6,93.9991,93.4513,0.54779816,722195.292473661
178,89290.32126421998,0.4584136922379889,0.1674710238316725,0.20428845116005437,0.28218241477786066,675686.2,93.9991,93.3944,0.6046982,514701.937325337
179,1048707.8763994295,0.5233158275534564,0.102620280270032,-0.13832104721585342,0.4014478900652702,677309.5,93.9991,92.4841,1.5149994,638866.1917271615
180,153356.98732535992,0.4525165345758996,0.13493196916780284,0.19558722081017635,0.39384571309358263,675624.56,93.9991,93.4416,0.55750275,667866.8874916882
181,550056.7984352899,0.5033678840365898,0.11616394320000539,-0.05030204752035971,0.4080992488829925,675841.5,93.9991,93.0026,0.9964981,717620.0889842107
182,928171.8763854302,0.5176074289429214,0.10580943283485492,-0.1352768867989376,0.4008988331687443,677100.94,93.9991,92.6275,1.3715973,660780.0799109668
